part,step_id,variant,model,seed,cv,subset,target,train_mode,test_domain,n_added,n,n_total,n_groups,n_test,R2,RMSE,MAE
ofatseq,n=8,,GPR,48,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.5211240640608403,9.233803319824164,6.97766325363341
ofatseq,n=8,,GPR,49,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.5211222589161135,9.233797840863994,6.977660015784063
ofatseq,n=8,,GPR,50,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.5211249212486408,9.233805921552264,6.977665492647691
ofatseq,n=8,,GPR,51,LOCO,OFAT,Thickness_mean,,all,,8,8,8,8,-0.5211238535970732,9.233802681026466,6.977663519837945
ofatseq,n=9,,Ridge,42,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.019726443055042342,7.12229449942624,4.5670394284390206
ofatseq,n=9,,Ridge,43,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.019726443055042342,7.12229449942624,4.5670394284390206
ofatseq,n=9,,Ridge,44,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.019726443055042342,7.12229449942624,4.5670394284390206
ofatseq,n=9,,Ridge,45,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.019726443055042342,7.12229449942624,4.5670394284390206
ofatseq,n=9,,Ridge,46,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.019726443055042342,7.12229449942624,4.5670394284390206
ofatseq,n=9,,Ridge,47,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.019726443055042342,7.12229449942624,4.5670394284390206
ofatseq,n=9,,Ridge,48,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.019726443055042342,7.12229449942624,4.5670394284390206
ofatseq,n=9,,Ridge,49,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.019726443055042342,7.12229449942624,4.5670394284390206
ofatseq,n=9,,Ridge,50,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.019726443055042342,7.12229449942624,4.5670394284390206
ofatseq,n=9,,Ridge,51,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.019726443055042342,7.12229449942624,4.5670394284390206
ofatseq,n=9,,Random Forest,42,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.18082774046381922,6.510793211345516,4.715052777777777
ofatseq,n=9,,Random Forest,43,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.2087284621828568,6.39895499483879,4.557683333333333
ofatseq,n=9,,Random Forest,44,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.18263235089552932,6.503617722147682,4.604666666666665
ofatseq,n=9,,Random Forest,45,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.15974758175012593,6.594033801559649,4.404777777777778
ofatseq,n=9,,Random Forest,46,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.1523714352176626,6.62291338655681,4.706138888888887
ofatseq,n=9,,Random Forest,47,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.2465423620650694,6.244184162204685,4.404699999999996
ofatseq,n=9,,Random Forest,48,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.18954760238435897,6.476047704254333,4.756294444444442
